"Date","Price","Open","High","Low","Vol.","Change %"
"04-05-2023","3,205.85","3,165.48","3,209.58","3,163.34","1.95M","1.28%"
"03-05-2023","3,165.23","3,201.17","3,201.17","3,158.51","2.47M","-1.23%"
"02-05-2023","3,204.55","3,220.08","3,220.08","3,195.20","2.32M","0.00%"
"28-04-2023","3,204.40","3,185.64","3,212.37","3,181.51","2.93M","0.98%"
"27-04-2023","3,173.25","3,170.31","3,184.45","3,156.03","2.43M","-0.32%"
"26-04-2023","3,183.40","3,166.33","3,193.60","3,166.33","2.00M","0.70%"
"25-04-2023","3,161.35","3,168.32","3,176.48","3,132.98","2.02M","0.04%"
"24-04-2023","3,160.16","3,136.57","3,166.28","3,111.73","1.64M","0.44%"
"21-04-2023","3,146.27","3,095.66","3,149.86","3,086.50","1.93M","1.81%"
"20-04-2023","3,090.48","3,075.75","3,098.64","3,063.80","2.42M","0.49%"
"19-04-2023","3,075.35","3,116.31","3,125.52","3,057.33","3.30M","-1.31%"
"18-04-2023","3,116.31","3,140.40","3,142.29","3,096.25","2.62M","-0.28%"
"17-04-2023","3,125.02","3,119.65","3,148.81","3,056.09","5.51M","-1.55%"
"13-04-2023","3,174.14","3,195.20","3,215.10","3,165.33","4.17M","-1.63%"
"12-04-2023","3,226.70","3,213.06","3,245.91","3,184.25","2.42M","0.87%"
"11-04-2023","3,198.98","3,248.95","3,257.85","3,177.43","2.35M","-1.52%"
"10-04-2023","3,248.35","3,205.15","3,256.91","3,200.17","2.20M","1.33%"
"06-04-2023","3,205.85","3,210.13","3,242.33","3,200.17","1.70M","-0.59%"
"05-04-2023","3,224.86","3,170.81","3,249.29","3,170.81","2.66M","1.24%"
"03-04-2023","3,185.24","3,210.08","3,210.08","3,159.11","1.52M","-0.18%"
"31-03-2023","3,191.11","3,175.24","3,198.18","3,137.46","2.38M","2.13%"
"29-03-2023","3,124.42","3,114.57","3,135.47","3,089.78","1.74M","0.74%"
"28-03-2023","3,101.53","3,112.58","3,135.02","3,095.81","1.30M","-0.20%"
"27-03-2023","3,107.90","3,120.54","3,138.21","3,091.68","1.52M","0.06%"
"24-03-2023","3,106.11","3,134.38","3,155.38","3,091.68","1.33M","-0.13%"
"23-03-2023","3,110.24","3,100.53","3,131.84","3,086.70","1.37M","-0.20%"
"22-03-2023","3,116.36","3,115.61","3,129.00","3,091.77","1.12M","0.80%"
"21-03-2023","3,091.77","3,128.80","3,142.19","3,083.17","1.82M","-1.18%"
"20-03-2023","3,128.80","3,155.03","3,155.03","3,080.78","2.29M","-1.13%"
"17-03-2023","3,164.64","3,135.97","3,206.54","3,129.50","6.74M","-0.18%"
"16-03-2023","3,170.31","3,193.21","3,204.95","3,157.37","1.90M","-0.43%"
"15-03-2023","3,184.15","3,235.01","3,245.31","3,177.28","1.78M","-0.50%"
"14-03-2023","3,200.12","3,264.87","3,289.16","3,194.60","2.67M","-2.04%"
"13-03-2023","3,266.81","3,317.63","3,354.26","3,256.91","1.90M","-1.47%"
"10-03-2023","3,315.64","3,297.62","3,321.86","3,274.83","1.02M","-0.18%"
"09-03-2023","3,321.46","3,369.39","3,369.39","3,315.49","1.65M","-1.58%"
"08-03-2023","3,374.76","3,348.49","3,380.34","3,315.49","1.84M","0.55%"
"06-03-2023","3,356.30","3,346.40","3,389.25","3,343.51","1.33M","0.89%"
"03-03-2023","3,326.74","3,338.53","3,342.51","3,315.74","1.04M","0.62%"
"02-03-2023","3,306.13","3,345.50","3,354.36","3,302.70","1.56M","-1.90%"
"01-03-2023","3,370.08","3,307.67","3,373.37","3,299.71","1.67M","2.20%"
"28-02-2023","3,297.57","3,313.15","3,376.36","3,284.68","4.12M","-0.57%"
"27-02-2023","3,316.48","3,374.36","3,374.36","3,300.71","1.13M","-2.02%"
"24-02-2023","3,384.77","3,406.72","3,418.11","3,366.70","977.59K","-0.39%"
"23-02-2023","3,398.06","3,405.22","3,436.48","3,392.28","1.44M","0.36%"
"22-02-2023","3,385.86","3,399.20","3,431.10","3,379.34","1.22M","-1.43%"
"21-02-2023","3,435.08","3,477.89","3,492.72","3,428.86","1.14M","-1.04%"
"20-02-2023","3,471.22","3,485.85","3,505.76","3,459.02","1.30M","-0.40%"
"17-02-2023","3,485.00","3,509.89","3,522.58","3,473.90","1.06M","-1.60%"
"16-02-2023","3,541.64","3,510.93","3,558.51","3,510.73","1.62M","1.06%"
"15-02-2023","3,504.41","3,470.92","3,509.74","3,444.19","1.43M","0.59%"
"14-02-2023","3,483.96","3,488.83","3,508.59","3,478.88","1.58M","0.51%"
"13-02-2023","3,466.34","3,532.63","3,532.63","3,457.38","1.09M","-1.56%"
"10-02-2023","3,521.24","3,503.77","3,526.01","3,491.97","1.19M","-0.09%"
"09-02-2023","3,524.52","3,498.79","3,531.24","3,489.13","1.66M","0.59%"
"08-02-2023","3,503.86","3,462.01","3,523.57","3,462.01","1.99M","1.37%"
"07-02-2023","3,456.53","3,452.90","3,476.89","3,445.44","1.46M","0.36%"
"06-02-2023","3,443.99","3,457.13","3,457.13","3,421.00","1.14M","-0.64%"
"03-02-2023","3,466.24","3,487.84","3,487.84","3,436.98","1.80M","0.63%"
"02-02-2023","3,444.44","3,411.20","3,453.00","3,404.33","1.81M","1.53%"
"01-02-2023","3,392.63","3,347.49","3,403.23","3,339.53","2.21M","1.48%"
"31-01-2023","3,343.21","3,433.09","3,433.09","3,335.54","2.82M","-2.18%"
"30-01-2023","3,417.81","3,404.23","3,442.50","3,369.94","1.95M","0.66%"
"27-01-2023","3,395.32","3,410.20","3,430.11","3,366.70","1.79M","-0.55%"
"25-01-2023","3,413.93","3,409.50","3,419.16","3,389.30","874.11K","-0.19%"
"24-01-2023","3,420.45","3,409.20","3,436.03","3,401.54","1.39M","0.63%"
"23-01-2023","3,399.15","3,372.38","3,403.23","3,340.12","1.07M","1.54%"
"20-01-2023","3,347.59","3,349.48","3,378.99","3,340.12","1.53M","-0.30%"
"19-01-2023","3,357.54","3,364.41","3,371.38","3,345.50","1.59M","-0.50%"
"18-01-2023","3,374.36","3,364.41","3,393.23","3,356.70","2.42M","0.34%"
"17-01-2023","3,362.82","3,314.64","3,366.20","3,305.68","1.69M","1.33%"
"16-01-2023","3,318.67","3,301.70","3,337.54","3,282.84","1.84M","0.80%"
"13-01-2023","3,292.30","3,261.42","3,296.64","3,224.44","1.74M","1.21%"
"12-01-2023","3,253.08","3,247.86","3,268.35","3,234.74","2.25M","0.17%"
"11-01-2023","3,247.56","3,209.91","3,267.86","3,191.42","2.72M","1.29%"
"10-01-2023","3,206.30","3,204.93","3,217.61","3,151.37","3.86M","-1.01%"
"09-01-2023","3,239.03","3,150.29","3,245.91","3,142.64","2.89M","3.38%"
"06-01-2023","3,133.27","3,219.56","3,221.08","3,122.00","2.49M","-3.01%"
"05-01-2023","3,230.39","3,249.03","3,255.96","3,201.95","1.83M","-0.11%"
"04-01-2023","3,233.86","3,226.10","3,246.25","3,206.10","1.23M","0.10%"
"03-01-2023","3,230.64","3,172.73","3,239.08","3,166.20","1.25M","1.53%"
"02-01-2023","3,181.95","3,181.51","3,187.22","3,156.34","709.55K","0.15%"
"30-12-2022","3,177.32","3,205.95","3,218.59","3,167.08","1.16M","-0.37%"
"29-12-2022","3,189.08","3,152.34","3,191.76","3,149.32","1.04M","0.36%"
"28-12-2022","3,177.71","3,170.59","3,186.49","3,147.37","910.80K","-0.07%"
"27-12-2022","3,180.05","3,189.51","3,194.00","3,152.73","835.88K","0.20%"
"26-12-2022","3,173.61","3,149.66","3,192.25","3,146.44","870.16K","0.76%"
"23-12-2022","3,149.66","3,138.59","3,187.22","3,138.59","1.36M","-0.96%"
"22-12-2022","3,180.25","3,213.71","3,213.71","3,166.00","1.38M","-0.27%"
"21-12-2022","3,188.88","3,169.81","3,203.03","3,161.03","1.43M","0.76%"
"20-12-2022","3,164.88","3,120.93","3,169.81","3,086.54","1.53M","1.31%"
"19-12-2022","3,124.00","3,148.34","3,166.39","3,116.64","2.12M","-1.18%"
"16-12-2022","3,161.27","3,195.17","3,211.76","3,146.59","2.70M","-1.96%"
"15-12-2022","3,224.54","3,276.93","3,282.74","3,218.54","1.42M","-1.79%"
"14-12-2022","3,283.32","3,267.18","3,294.69","3,259.47","1.21M","1.00%"
"13-12-2022","3,250.88","3,197.32","3,255.13","3,188.15","1.38M","1.39%"
"12-12-2022","3,206.34","3,176.15","3,215.66","3,157.22","1.53M","-0.19%"
"09-12-2022","3,212.49","3,291.86","3,291.86","3,196.49","1.80M","-1.73%"
"08-12-2022","3,268.88","3,278.10","3,298.20","3,258.05","1.29M","-0.89%"
"07-12-2022","3,298.20","3,286.20","3,310.98","3,272.25","1.17M","-0.14%"
"06-12-2022","3,302.83","3,317.18","3,324.88","3,285.91","1.17M","-1.18%"
"05-12-2022","3,342.40","3,349.32","3,355.32","3,323.96","1.48M","-0.39%"
"02-12-2022","3,355.32","3,373.81","3,384.35","3,329.81","2.41M","-1.05%"
"01-12-2022","3,390.93","3,341.52","3,395.18","3,336.64","2.18M","2.50%"
"30-11-2022","3,308.15","3,300.54","3,331.66","3,292.74","3.41M","-0.19%"
"29-11-2022","3,314.54","3,300.54","3,345.42","3,300.54","1.58M","0.06%"
"28-11-2022","3,312.49","3,283.96","3,333.71","3,283.52","2.20M","0.17%"
"25-11-2022","3,307.03","3,300.54","3,320.40","3,266.39","1.59M","0.28%"
"24-11-2022","3,297.76","3,235.42","3,310.25","3,227.66","1.30M","2.17%"
"23-11-2022","3,227.66","3,248.83","3,248.83","3,210.78","1.15M","-0.20%"
"22-11-2022","3,234.15","3,200.05","3,238.05","3,175.91","1.15M","0.96%"
"21-11-2022","3,203.47","3,241.52","3,252.44","3,193.22","1.30M","-1.79%"
"18-11-2022","3,261.96","3,268.35","3,280.78","3,240.05","1.16M","-0.17%"
"17-11-2022","3,267.37","3,258.59","3,278.10","3,236.88","1.42M","-0.19%"
"16-11-2022","3,273.56","3,257.52","3,285.81","3,240.49","1.75M","0.68%"
"15-11-2022","3,251.37","3,240.05","3,258.54","3,211.76","1.40M","-0.09%"
"14-11-2022","3,254.20","3,242.98","3,267.37","3,228.34","1.34M","0.59%"
"11-11-2022","3,235.13","3,189.91","3,260.15","3,175.71","3.27M","3.44%"
"10-11-2022","3,127.51","3,092.73","3,146.39","3,092.73","1.57M","-0.32%"
"09-11-2022","3,137.66","3,170.59","3,170.59","3,123.61","1.16M","-0.55%"
"07-11-2022","3,154.88","3,150.29","3,163.76","3,117.22","1.47M","0.51%"
"04-11-2022","3,138.98","3,138.59","3,141.56","3,088.98","1.46M","0.33%"
"03-11-2022","3,128.59","3,149.37","3,149.37","3,117.12","1.42M","-1.08%"
"02-11-2022","3,162.69","3,190.30","3,190.30","3,143.51","1.41M","-0.55%"
"01-11-2022","3,180.25","3,136.15","3,183.08","3,125.37","2.99M","2.08%"
"31-10-2022","3,115.32","3,121.03","3,121.03","3,100.34","1.92M","0.95%"
"28-10-2022","3,086.15","3,073.22","3,101.03","3,068.34","1.36M","0.19%"
"27-10-2022","3,080.44","3,083.66","3,096.64","3,057.95","2.44M","-0.15%"
"25-10-2022","3,085.03","3,102.98","3,106.64","3,074.34","2.07M","0.01%"
"24-10-2022","3,084.64","3,092.83","3,100.54","3,078.10","260.95K","0.77%"
"21-10-2022","3,060.93","3,080.83","3,083.37","3,050.78","1.02M","-0.63%"
"20-10-2022","3,080.34","3,029.32","3,082.98","3,029.32","1.59M","1.14%"
"19-10-2022","3,045.76","3,082.00","3,082.00","3,036.15","1.19M","-0.73%"
"18-10-2022","3,068.05","3,073.22","3,078.44","3,052.29","1.79M","1.06%"
"17-10-2022","3,035.90","2,997.76","3,052.15","2,996.58","1.52M","0.41%"
"14-10-2022","3,023.61","3,068.34","3,073.22","2,996.15","2.25M","-0.13%"
"13-10-2022","3,027.66","3,025.17","3,034.20","2,977.95","2.05M","0.08%"
"12-10-2022","3,025.17","3,009.71","3,034.10","2,987.41","1.67M","1.02%"
"11-10-2022","2,994.73","3,024.44","3,068.34","2,978.93","4.73M","-1.57%"
"10-10-2022","3,042.54","2,936.63","3,050.78","2,931.75","3.06M","1.75%"
"07-10-2022","2,990.20","3,021.90","3,029.32","2,983.56","1.94M","-1.19%"
"06-10-2022","3,026.34","3,035.17","3,047.85","3,017.07","1.79M","0.35%"
"04-10-2022","3,015.80","2,956.10","3,022.49","2,949.32","2.15M","3.56%"
"03-10-2022","2,912.19","2,922.00","2,947.07","2,901.51","1.76M","-0.65%"
"30-09-2022","2,931.32","2,917.95","2,946.10","2,878.19","2.82M","0.24%"
"29-09-2022","2,924.24","2,979.56","2,981.36","2,917.12","2.49M","-1.26%"
"28-09-2022","2,961.66","2,907.36","2,975.61","2,907.36","2.74M","0.60%"
"27-09-2022","2,943.90","2,936.05","2,951.27","2,903.46","2.23M","0.77%"
"26-09-2022","2,921.41","2,887.71","2,952.10","2,854.78","2.93M","0.41%"
"23-09-2022","2,909.36","2,930.78","2,948.83","2,906.39","2.65M","-0.84%"
"22-09-2022","2,934.10","2,917.12","2,956.10","2,906.68","2.02M","0.21%"
"21-09-2022","2,928.05","2,954.19","2,967.27","2,925.07","2.25M","-1.29%"
"20-09-2022","2,966.19","2,975.66","3,004.88","2,956.15","1.54M","0.38%"
"19-09-2022","2,954.98","2,962.00","2,967.85","2,914.97","2.07M","0.67%"
"16-09-2022","2,935.36","3,001.02","3,018.93","2,926.88","5.32M","-3.08%"
"15-09-2022","3,028.68","3,053.71","3,061.27","3,024.44","2.14M","-0.51%"
"14-09-2022","3,044.34","3,058.59","3,064.83","3,037.90","5.09M","-3.37%"
"13-09-2022","3,150.64","3,183.91","3,183.91","3,146.39","1.97M","-0.42%"
"12-09-2022","3,163.91","3,160.93","3,190.10","3,146.39","1.79M","0.79%"
"09-09-2022","3,139.22","3,117.12","3,154.69","3,091.27","1.56M","1.51%"
"08-09-2022","3,092.39","3,092.73","3,105.90","3,083.07","1.35M","0.64%"
"07-09-2022","3,072.83","3,026.39","3,084.83","3,026.39","1.29M","0.72%"
"06-09-2022","3,050.83","3,059.07","3,064.29","3,030.63","1.94M","-0.20%"
"05-09-2022","3,057.02","3,047.51","3,071.22","3,036.39","2.15M","0.10%"
"02-09-2022","3,054.10","3,085.90","3,085.90","3,044.24","2.05M","-0.04%"
"01-09-2022","3,055.37","3,112.25","3,112.25","3,044.93","3.55M","-2.47%"
"30-08-2022","3,132.88","3,078.10","3,147.86","3,065.51","3.43M","2.51%"
"29-08-2022","3,056.20","3,048.83","3,066.10","3,005.90","2.54M","-2.78%"
"26-08-2022","3,143.66","3,155.47","3,177.61","3,138.39","1.46M","0.12%"
"25-08-2022","3,139.76","3,196.15","3,198.25","3,136.39","1.95M","-1.14%"
"24-08-2022","3,176.00","3,211.76","3,227.37","3,170.98","1.69M","-0.89%"
"23-08-2022","3,204.54","3,239.03","3,260.44","3,190.30","1.85M","-2.09%"
"22-08-2022","3,272.78","3,282.98","3,301.61","3,265.81","1.54M","-0.92%"
"19-08-2022","3,303.22","3,304.44","3,338.10","3,289.08","1.40M","0.13%"
"18-08-2022","3,298.83","3,307.37","3,309.32","3,280.05","1.43M","-0.58%"
"17-08-2022","3,318.20","3,302.59","3,334.64","3,288.93","1.62M","0.25%"
"16-08-2022","3,310.00","3,327.86","3,331.61","3,304.93","839.94K","-0.26%"
"12-08-2022","3,318.64","3,335.66","3,335.66","3,298.83","1.47M","-0.61%"
"11-08-2022","3,339.08","3,317.13","3,345.13","3,292.78","1.45M","2.03%"
"10-08-2022","3,272.49","3,302.49","3,302.49","3,253.71","1.88M","-0.60%"
"08-08-2022","3,292.20","3,282.98","3,296.54","3,254.69","1.07M","0.28%"
"05-08-2022","3,283.03","3,279.27","3,294.69","3,273.22","1.11M","0.30%"
"04-08-2022","3,273.18","3,268.35","3,305.32","3,226.74","2.15M","0.46%"
"03-08-2022","3,258.10","3,200.05","3,267.37","3,197.17","2.90M","1.45%"
"02-08-2022","3,211.56","3,209.81","3,232.15","3,191.91","1.27M","-0.21%"
"01-08-2022","3,218.39","3,245.91","3,245.91","3,191.27","1.31M","-0.09%"
"29-07-2022","3,221.42","3,209.81","3,236.44","3,195.17","2.43M","1.27%"
"28-07-2022","3,181.03","3,137.61","3,184.44","3,123.61","2.11M","2.25%"
"27-07-2022","3,111.12","3,039.07","3,116.25","3,034.20","1.39M","2.34%"
"26-07-2022","3,039.95","3,087.56","3,091.66","3,021.02","2.64M","-1.61%"
"25-07-2022","3,089.56","3,087.85","3,108.78","3,072.34","1.80M","-0.13%"
"22-07-2022","3,093.71","3,107.37","3,119.07","3,066.88","2.08M","-0.20%"
"21-07-2022","3,099.85","3,089.81","3,106.39","3,067.42","2.42M","0.39%"
"20-07-2022","3,087.66","3,032.05","3,094.64","3,022.54","3.40M","2.95%"
"19-07-2022","2,999.32","2,956.19","3,003.90","2,956.19","1.87M","0.35%"
"18-07-2022","2,988.83","2,949.32","3,001.95","2,940.83","3.20M","2.30%"
"15-07-2022","2,921.61","2,944.98","2,955.07","2,881.02","4.57M","-0.14%"
"14-07-2022","2,925.66","2,981.51","2,982.49","2,894.68","4.76M","-1.32%"
"13-07-2022","2,964.68","3,028.34","3,034.20","2,961.02","3.86M","-1.49%"
"12-07-2022","3,009.51","3,038.98","3,059.76","3,005.17","3.73M","-0.93%"
"11-07-2022","3,037.90","3,128.00","3,146.39","3,030.29","6.97M","-4.64%"
"08-07-2022","3,185.86","3,219.56","3,224.44","3,170.78","2.14M","-0.68%"
"07-07-2022","3,207.71","3,191.27","3,238.49","3,185.47","1.99M","0.83%"
"06-07-2022","3,181.27","3,140.05","3,188.83","3,124.20","2.18M","1.38%"
"05-07-2022","3,137.91","3,175.66","3,192.25","3,128.78","2.17M","-0.58%"
"04-07-2022","3,156.20","3,231.27","3,237.08","3,146.44","2.62M","-2.41%"
"01-07-2022","3,234.30","3,180.54","3,251.76","3,172.78","1.50M","1.47%"
"30-06-2022","3,187.47","3,192.25","3,230.20","3,175.66","2.72M","-0.71%"
"29-06-2022","3,210.30","3,191.27","3,251.76","3,191.27","2.13M","-0.83%"
"28-06-2022","3,237.27","3,226.39","3,248.83","3,192.83","1.40M","0.10%"
"27-06-2022","3,233.91","3,268.35","3,280.93","3,225.91","2.04M","0.66%"
"24-06-2022","3,212.83","3,257.61","3,263.47","3,197.61","2.13M","-0.47%"
"23-06-2022","3,228.15","3,144.39","3,237.13","3,144.39","3.69M","2.66%"
"22-06-2022","3,144.39","3,121.90","3,171.32","3,105.42","3.34M","0.34%"
"21-06-2022","3,133.66","3,053.71","3,158.83","3,049.22","2.96M","0.68%"
"20-06-2022","3,112.40","3,094.00","3,138.75","3,069.00","1.50M","0.76%"
"17-06-2022","3,088.90","3,092.00","3,118.75","3,023.85","5.24M","-1.69%"
"16-06-2022","3,142.00","3,240.00","3,244.85","3,133.05","2.03M","-2.01%"
"15-06-2022","3,206.30","3,218.50","3,234.00","3,201.00","1.40M","-0.13%"
"14-06-2022","3,210.55","3,190.00","3,238.90","3,174.70","2.61M","-0.28%"
"13-06-2022","3,219.60","3,290.00","3,293.00","3,192.45","3.03M","-4.18%"
"10-06-2022","3,359.90","3,382.00","3,393.00","3,352.00","1.53M","-1.96%"
"09-06-2022","3,427.10","3,385.00","3,437.00","3,353.10","1.28M","0.67%"
"08-06-2022","3,404.15","3,380.15","3,413.95","3,346.50","2.19M","1.23%"
"07-06-2022","3,362.70","3,401.05","3,418.85","3,356.00","2.31M","-1.99%"
"06-06-2022","3,430.95","3,418.00","3,453.00","3,377.15","1.08M","-0.27%"
"03-06-2022","3,440.15","3,459.40","3,477.30","3,431.20","1.91M","0.50%"
"02-06-2022","3,423.00","3,355.00","3,432.00","3,346.30","2.66M","2.02%"
"01-06-2022","3,355.20","3,388.00","3,388.00","3,340.05","1.49M","-0.27%"
"31-05-2022","3,364.35","3,354.15","3,383.40","3,325.00","4.84M","-0.32%"
"30-05-2022","3,375.25","3,297.00","3,386.60","3,286.35","2.09M","3.49%"
"27-05-2022","3,261.30","3,253.20","3,278.90","3,229.20","3.10M","1.06%"
"26-05-2022","3,226.95","3,191.00","3,241.50","3,180.55","2.81M","1.87%"
"25-05-2022","3,167.65","3,292.85","3,292.85","3,154.05","3.55M","-3.66%"
"24-05-2022","3,288.00","3,315.15","3,324.85","3,275.60","1.71M","-1.02%"
"23-05-2022","3,321.75","3,304.80","3,338.90","3,267.00","2.29M","0.87%"
"20-05-2022","3,293.00","3,310.00","3,313.90","3,270.05","3.07M","0.95%"
"19-05-2022","3,261.95","3,397.00","3,405.00","3,230.00","4.64M","-5.42%"
"18-05-2022","3,448.80","3,465.00","3,495.00","3,443.05","1.87M","-0.08%"
"17-05-2022","3,451.60","3,370.00","3,467.00","3,350.40","1.75M","2.22%"
"16-05-2022","3,376.80","3,415.00","3,430.00","3,366.60","1.20M","-1.12%"
"13-05-2022","3,414.90","3,435.00","3,439.90","3,382.15","2.19M","0.18%"
"12-05-2022","3,408.65","3,378.00","3,449.70","3,350.10","2.81M","-0.10%"
"11-05-2022","3,412.00","3,435.00","3,448.45","3,382.15","1.84M","-0.78%"
"10-05-2022","3,438.75","3,434.00","3,464.80","3,422.00","1.62M","-0.18%"
"09-05-2022","3,445.10","3,398.00","3,456.00","3,346.85","2.48M","0.36%"
"06-05-2022","3,432.60","3,459.00","3,474.50","3,424.50","2.01M","-2.30%"
"05-05-2022","3,513.40","3,512.10","3,533.00","3,485.35","1.61M","0.97%"
"04-05-2022","3,479.75","3,538.50","3,545.45","3,465.30","2.31M","-1.77%"
"02-05-2022","3,542.40","3,519.90","3,547.95","3,492.75","1.32M","-0.12%"
"29-04-2022","3,546.70","3,597.00","3,623.25","3,536.85","2.05M","-1.05%"
"28-04-2022","3,584.30","3,588.00","3,604.40","3,538.05","1.70M","0.65%"
"27-04-2022","3,561.20","3,546.00","3,568.45","3,506.30","1.73M","0.42%"
"26-04-2022","3,546.30","3,575.15","3,587.90","3,518.15","1.94M","-0.05%"
"25-04-2022","3,548.20","3,558.00","3,584.00","3,533.10","1.96M","-1.78%"
"22-04-2022","3,612.55","3,581.10","3,617.00","3,571.50","1.58M","-0.44%"
"21-04-2022","3,628.65","3,580.00","3,644.00","3,567.40","2.28M","2.02%"
"20-04-2022","3,556.80","3,500.00","3,569.15","3,480.00","2.64M","2.45%"
"19-04-2022","3,471.90","3,550.00","3,563.55","3,439.15","3.17M","-1.59%"
"18-04-2022","3,528.05","3,610.00","3,610.00","3,522.50","3.82M","-3.66%"
"13-04-2022","3,661.95","3,707.00","3,709.85","3,655.55","1.62M","-0.79%"
"12-04-2022","3,691.10","3,683.00","3,739.00","3,648.35","4.48M","-0.14%"
"11-04-2022","3,696.40","3,690.00","3,712.35","3,656.10","2.29M","0.29%"
"08-04-2022","3,685.65","3,690.00","3,705.00","3,642.50","2.30M","0.04%"
"07-04-2022","3,684.15","3,745.50","3,745.50","3,679.00","2.49M","-1.90%"
"06-04-2022","3,755.35","3,809.30","3,809.30","3,731.15","2.05M","-1.56%"
"05-04-2022","3,814.80","3,772.00","3,835.60","3,772.00","2.31M","1.18%"
"04-04-2022","3,770.35","3,762.00","3,780.00","3,737.10","1.47M","0.31%"
"01-04-2022","3,758.75","3,748.00","3,763.00","3,728.05","1.39M","0.50%"
"31-03-2022","3,739.95","3,740.00","3,754.65","3,720.20","2.17M","0.23%"
"30-03-2022","3,731.55","3,738.00","3,738.00","3,706.20","1.58M","0.71%"
"29-03-2022","3,705.35","3,694.75","3,722.00","3,691.00","2.69M","-0.06%"
"28-03-2022","3,707.70","3,695.00","3,713.00","3,661.20","1.76M","0.01%"
"25-03-2022","3,707.45","3,759.90","3,779.50","3,672.00","1.69M","-1.13%"
"24-03-2022","3,749.85","3,700.00","3,758.20","3,695.00","1.88M","1.01%"
"23-03-2022","3,712.40","3,708.00","3,729.80","3,690.00","1.60M","0.31%"
"22-03-2022","3,700.95","3,640.00","3,711.00","3,625.00","2.91M","2.05%"
"21-03-2022","3,626.70","3,696.00","3,713.95","3,615.00","2.41M","-1.25%"
"17-03-2022","3,672.75","3,696.60","3,710.00","3,660.30","3.60M","0.46%"
"16-03-2022","3,655.90","3,640.50","3,668.00","3,616.25","3.09M","1.73%"
"15-03-2022","3,593.90","3,659.00","3,659.00","3,585.40","3.65M","-1.35%"
"14-03-2022","3,643.00","3,580.00","3,648.35","3,580.00","1.77M","1.22%"
"11-03-2022","3,599.15","3,603.25","3,639.85","3,592.85","1.62M","-0.60%"
"10-03-2022","3,620.95","3,684.00","3,684.00","3,615.00","2.01M","-0.32%"
"09-03-2022","3,632.60","3,605.00","3,654.00","3,597.05","2.72M","0.91%"
"08-03-2022","3,599.95","3,460.00","3,609.00","3,460.00","3.30M","3.30%"
"07-03-2022","3,484.90","3,450.00","3,548.00","3,431.55","3.05M","-1.12%"
"04-03-2022","3,524.35","3,501.50","3,561.20","3,487.05","2.37M","-0.57%"
"03-03-2022","3,544.40","3,562.85","3,578.60","3,530.10","1.93M","-0.05%"
"02-03-2022","3,546.15","3,552.50","3,571.95","3,506.00","2.76M","-0.23%"
"28-02-2022","3,554.20","3,490.00","3,563.75","3,455.90","3.29M","0.95%"
"25-02-2022","3,520.75","3,468.00","3,530.00","3,462.00","2.55M","3.50%"
"24-02-2022","3,401.65","3,474.00","3,483.85","3,391.10","5.04M","-4.55%"
"23-02-2022","3,563.80","3,611.00","3,622.90","3,555.65","2.43M","-0.63%"
"22-02-2022","3,586.40","3,650.00","3,667.90","3,570.00","5.41M","-3.58%"
"21-02-2022","3,719.40","3,810.00","3,827.80","3,705.55","7.47M","-1.96%"
"18-02-2022","3,793.90","3,769.00","3,815.95","3,757.60","3.69M","0.26%"
"17-02-2022","3,784.20","3,825.00","3,835.00","3,779.00","3.13M","-0.76%"
"16-02-2022","3,813.10","3,844.00","3,854.10","3,806.00","3.26M","-0.12%"
"15-02-2022","3,817.80","3,786.00","3,835.00","3,748.00","3.93M","2.25%"
"14-02-2022","3,733.75","3,724.00","3,793.25","3,710.00","5.95M","1.05%"
"11-02-2022","3,694.95","3,752.50","3,752.50","3,690.00","3.85M","-2.00%"
"10-02-2022","3,770.35","3,789.80","3,789.80","3,758.00","2.11M","0.26%"
"09-02-2022","3,760.55","3,750.00","3,777.95","3,746.10","1.64M","0.46%"
"08-02-2022","3,743.45","3,791.55","3,799.70","3,721.00","2.95M","-0.94%"
"07-02-2022","3,779.00","3,791.00","3,831.80","3,756.15","1.92M","-0.94%"
"04-02-2022","3,814.90","3,815.30","3,824.70","3,769.00","2.31M","-0.25%"
"03-02-2022","3,824.60","3,851.00","3,882.50","3,816.05","1.96M","-0.82%"
"02-02-2022","3,856.20","3,827.90","3,864.00","3,800.65","1.98M","1.46%"
"01-02-2022","3,800.65","3,770.00","3,808.00","3,736.40","2.11M","1.72%"
"31-01-2022","3,736.25","3,749.00","3,758.00","3,721.40","2.74M","1.25%"
"28-01-2022","3,690.05","3,646.00","3,729.80","3,646.00","3.14M","1.12%"
"27-01-2022","3,649.25","3,731.00","3,733.40","3,625.10","5.72M","-3.20%"
"25-01-2022","3,769.90","3,769.50","3,809.40","3,722.20","3.33M","-0.04%"
"24-01-2022","3,771.35","3,840.00","3,849.65","3,740.10","3.26M","-1.62%"
"21-01-2022","3,833.50","3,807.00","3,851.55","3,771.10","3.11M","0.18%"
"20-01-2022","3,826.55","3,910.00","3,920.00","3,811.00","6.18M","-2.25%"
"19-01-2022","3,914.65","4,012.00","4,012.00","3,910.50","3.10M","-1.90%"
"18-01-2022","3,990.60","4,033.95","4,041.70","3,980.00","2.39M","-0.71%"
"17-01-2022","4,019.15","3,992.70","4,043.00","3,962.30","3.44M","1.29%"
"14-01-2022","3,968.15","3,877.85","3,977.00","3,860.05","3.35M","1.80%"
